,time,maxCapacity,startingCapacity,current,batteryPercentage,remainingCapacity
0,1639498977.89749,18720.000000000004,0.0,0.0,0.0,0.0
1,1639498978.1195111,18720.000000000004,7862.4000000000015,1.7929299831390382,42.0,7862.001931707713
2,1639498978.3190272,18720.000000000004,7862.4000000000015,1.6601639151573182,43.0,7861.657457866522
3,1639498978.519112,18720.000000000004,7862.4000000000015,1.8748025059700013,42.0,7861.303811121432
4,1639498978.7191541,18720.000000000004,7862.4000000000015,1.8039938151836394,42.0,7860.935854217389
5,1639498978.9191756,18720.000000000004,7862.4000000000015,1.7331853091716767,42.0,7860.582098270806
6,1639498979.1190708,18720.000000000004,7862.4000000000015,1.6358235120773315,43.0,7860.245374019903
7,1639498979.3191257,18720.000000000004,7862.4000000000015,1.5008446335792542,42.0,7859.931621128957
8,1639498979.52039,18720.000000000004,7862.4000000000015,1.5628021359443665,42.0,7859.623319642996
9,1639498979.7195504,18720.000000000004,7862.4000000000015,1.742036509513855,42.0,7859.294223253075
10,1639498979.9188483,18720.000000000004,7862.4000000000015,1.529610824584961,43.0,7858.968207023335
11,1639498980.1192248,18720.000000000004,7862.4000000000015,1.8239087343215943,42.0,7858.63222374958
12,1639498980.319198,18720.000000000004,7862.4000000000015,1.7907173395156861,42.0,7858.270809747378
13,1639498980.5192163,18720.000000000004,7862.4000000000015,1.8084195256233215,41.0,7857.910862938162
14,1639498980.7190948,18720.000000000004,7862.4000000000015,1.7995684146881104,42.0,7857.550283412006
15,1639498980.92082,18720.000000000004,7862.4000000000015,1.5694406270980834,43.0,7857.21047632563
16,1639498981.1205094,18720.000000000004,7862.4000000000015,1.6070576071739198,43.0,7856.893319831001
17,1639498981.3205001,18720.000000000004,7862.4000000000015,1.5805042147636414,42.0,7856.574578392301
18,1639498981.5190632,18720.000000000004,7862.4000000000015,1.8039939284324646,41.0,7856.238560172522
19,1639498981.7190826,18720.000000000004,7862.4000000000015,1.7243342280387879,43.0,7855.885693203384
20,1639498981.9188383,18720.000000000004,7862.4000000000015,1.8526747107505799,42.0,7855.528429297235
21,1639498982.1192162,18720.000000000004,7862.4000000000015,1.9013557195663453,42.0,7855.152316852948
22,1639498982.3190854,18720.000000000004,7862.4000000000015,1.9898665308952332,42.0,7854.7634491996705
23,1639498982.5194674,18720.000000000004,7862.4000000000015,1.7796534180641175,42.0,7854.385777237307
24,1639498982.719157,18720.000000000004,7862.4000000000015,2.071738827228546,41.0,7854.00123569745
25,1639498982.9191203,18720.000000000004,7862.4000000000015,1.6977810084819793,42.0,7853.624352825721
26,1639498983.1191123,18720.000000000004,7862.4000000000015,1.7044192194938659,42.0,7853.284146511321
27,1639498983.3290803,18720.000000000004,7862.4000000000015,1.757525634765625,42.0,7852.920697536854
28,1639498983.5291274,18720.000000000004,7862.4000000000015,1.6668023228645326,42.0,7852.578184241744
29,1639498983.7291188,18720.000000000004,7862.4000000000015,1.903568410873413,42.0,7852.221162405614
30,1639498983.9304435,18720.000000000004,7862.4000000000015,1.954462206363678,41.0,7851.832803974786
31,1639498984.1291208,18720.000000000004,7862.4000000000015,1.733185201883316,42.0,7851.46647805698
32,1639498984.3291938,18720.000000000004,7862.4000000000015,1.702206540107727,42.0,7851.122813484509
33,1639498984.529268,18720.000000000004,7862.4000000000015,1.8327599167823792,41.0,7850.769185698879
34,1639498984.729087,18720.000000000004,7862.4000000000015,1.7221214294433593,41.0,7850.414019124635
35,1639498984.9292397,18720.000000000004,7862.4000000000015,1.9588878154754639,42.0,7850.0456372736635
36,1639498985.1292608,18720.000000000004,7862.4000000000015,1.6601640284061432,42.0,7849.683694037626
37,1639498985.3297782,18720.000000000004,7862.4000000000015,1.7840790271759033,42.0,7849.3383786788345
38,1639498985.530422,18720.000000000004,7862.4000000000015,1.6247596263885498,42.0,7848.996397546073
39,1639498985.7304857,18720.000000000004,7862.4000000000015,1.702206516265869,43.0,7848.66359495888
40,1639498985.9292395,18720.000000000004,7862.4000000000015,1.6623767256736754,42.0,7848.3292330496915
41,1639498986.13043,18720.000000000004,7862.4000000000015,1.6800788402557374,43.0,7847.992997943804
42,1639498986.329209,18720.000000000004,7862.4000000000015,1.6557384848594665,42.0,7847.6614525507375
43,1639498986.5294003,18720.000000000004,7862.4000000000015,1.7685897171497345,42.0,7847.318692263085
44,1639498986.7291028,18720.000000000004,7862.4000000000015,1.8305472254753112,42.0,7846.959313938109
45,1639498986.930635,18720.000000000004,7862.4000000000015,1.86152583360672,42.0,7846.587278272609
46,1639498987.1296725,18720.000000000004,7862.4000000000015,1.7708023309707641,42.0,7846.225793419858
47,1639498987.3292778,18720.000000000004,7862.4000000000015,1.879227912425995,41.0,7845.861510863095
48,1639498987.5293922,18720.000000000004,7862.4000000000015,1.686717015504837,42.0,7845.5047122402775
49,1639498987.7293532,18720.000000000004,7862.4000000000015,1.9411856412887574,41.0,7845.1419928147725
50,1639498987.9292154,18720.000000000004,7862.4000000000015,1.6933553159236907,43.0,7844.778789063062
51,1639498988.1306362,18720.000000000004,7862.4000000000015,1.6756534039974214,43.0,7844.439494874233
52,1639498988.3392446,18720.000000000004,7862.4000000000015,1.6048447132110595,43.0,7844.097325160721
53,1639498988.5392833,18720.000000000004,7862.4000000000015,1.651313018798828,42.0,7843.771646427279
54,1639498988.7393987,18720.000000000004,7862.4000000000015,1.5893553256988526,43.0,7843.447392537764
55,1639498988.9394994,18720.000000000004,7862.4000000000015,1.9256962060928344,41.0,7843.095710471472
56,1639498989.139271,18720.000000000004,7862.4000000000015,1.6114831209182738,42.0,7842.742396409158
