,time,maxCapacity,startingCapacity,current,batteryPercentage,remainingCapacity
0,1639499449.391984,18720.000000000004,0.0,0.0,0.0,0.0
1,1639499449.630259,18720.000000000004,8049.600000000001,0.33692850172519684,43.0,8049.51971834403
2,1639499449.8299727,18720.000000000004,8049.600000000001,0.3966734051704407,42.0,8049.446463165897
3,1639499450.0303638,18720.000000000004,8049.600000000001,0.38560929894447327,42.0,8049.368081938035
4,1639499450.229966,18720.000000000004,8049.600000000001,0.38782199621200564,42.0,8049.290892672206
5,1639499450.430039,18720.000000000004,8049.600000000001,0.43429029881954195,43.0,8049.208651434054
6,1639499450.6322002,18720.000000000004,8049.600000000001,0.33028999865055086,43.0,8049.131367155982
7,1639499450.8301184,18720.000000000004,8049.600000000001,0.43429029881954195,42.0,8049.055704986793
8,1639499451.0302157,18720.000000000004,8049.600000000001,0.37012000381946564,43.0,8048.9752248129325
9,1639499451.22991,18720.000000000004,8049.600000000001,0.44314139783382417,42.0,8048.894023038064
10,1639499451.4297051,18720.000000000004,8049.600000000001,0.3966730058193207,42.0,8048.810127575326
11,1639499451.6306021,18720.000000000004,8049.600000000001,0.32586460560560226,43.0,8048.737549763876
12,1639499451.8300812,18720.000000000004,8049.600000000001,0.436503005027771,42.0,8048.66151156028
13,1639499452.0300288,18720.000000000004,8049.600000000001,0.3723330020904541,43.0,8048.580649152852
14,1639499452.2307725,18720.000000000004,8049.600000000001,0.341354101896286,42.0,8048.509015066742
15,1639499452.4298134,18720.000000000004,8049.600000000001,0.4719072997570038,43.0,8048.428078930254
16,1639499452.6406493,18720.000000000004,8049.600000000001,0.33692860007286074,43.0,8048.342813094185
17,1639499452.8400502,18720.000000000004,8049.600000000001,0.5028862029314041,42.0,8048.259083179655
18,1639499453.0399961,18720.000000000004,8049.600000000001,0.4851839005947113,42.0,8048.160302883425
19,1639499453.2401707,18720.000000000004,8049.600000000001,0.4586307018995285,42.0,8048.065839042279
20,1639499453.4401324,18720.000000000004,8049.600000000001,0.3944604992866516,43.0,8047.980546274941
21,1639499453.640187,18720.000000000004,8049.600000000001,0.3966730982065201,43.0,8047.901411299231
22,1639499453.839932,18720.000000000004,8049.600000000001,0.4077372014522552,43.0,8047.82107285579
23,1639499454.0399544,18720.000000000004,8049.600000000001,0.4010987013578415,42.0,8047.740180182674
24,1639499454.2409546,18720.000000000004,8049.600000000001,0.44756690561771395,43.0,8047.654889198525
25,1639499454.4401164,18720.000000000004,8049.600000000001,0.48075849413871763,42.0,8047.562445734597
26,1639499454.6402273,18720.000000000004,8049.600000000001,0.3590563029050827,43.0,8047.478417681988
27,1639499454.8407245,18720.000000000004,8049.600000000001,0.3966731995344162,43.0,8047.402656876124
28,1639499455.0401702,18720.000000000004,8049.600000000001,0.3833967000246048,43.0,8047.32486607299
29,1639499455.240756,18720.000000000004,8049.600000000001,0.46305630505084994,42.0,8047.239972828565
30,1639499455.4403367,18720.000000000004,8049.600000000001,0.45199239552021026,42.0,8047.1486598124675
31,1639499455.6402156,18720.000000000004,8049.600000000001,0.3236519068479538,43.0,8047.071142335453
32,1639499455.840024,18720.000000000004,8049.600000000001,0.48297120332717897,41.0,8046.9905573154065
33,1639499456.0402584,18720.000000000004,8049.600000000001,0.363481804728508,43.0,8046.9058128047445
34,1639499456.2399652,18720.000000000004,8049.600000000001,0.37454549968242645,42.0,8046.832118271752
35,1639499456.440402,18720.000000000004,8049.600000000001,0.4099498987197876,42.0,8046.753497386145
36,1639499456.640396,18720.000000000004,8049.600000000001,0.33250289857387544,43.0,8046.679254301395
37,1639499456.8402162,18720.000000000004,8049.600000000001,0.4232263043522835,42.0,8046.603749380991
38,1639499457.0399995,18720.000000000004,8049.600000000001,0.33250300139188765,43.0,8046.528258324166
39,1639499457.2502296,18720.000000000004,8049.600000000001,0.4210136950016022,43.0,8046.449052374399
40,1639499457.4502878,18720.000000000004,8049.600000000001,0.36126900613307955,42.0,8046.370801331325
41,1639499457.650218,18720.000000000004,8049.600000000001,0.29931140393018724,43.0,8046.3047663475345
42,1639499457.8501263,18720.000000000004,8049.600000000001,0.3900347962975502,42.0,8046.235863349018
43,1639499458.0501509,18720.000000000004,8049.600000000001,0.4940351009368896,42.0,8046.147445483114
44,1639499458.250134,18720.000000000004,8049.600000000001,0.4608435988426208,42.0,8046.051965672329
45,1639499458.4501467,18720.000000000004,8049.600000000001,0.40552419126033784,43.0,8045.965323398871
46,1639499458.6502745,18720.000000000004,8049.600000000001,0.41880089938640597,43.0,8045.88283819893
47,1639499458.8505397,18720.000000000004,8049.600000000001,0.40994979739189147,42.0,8045.799853249696
48,1639499459.0500343,18720.000000000004,8049.600000000001,0.3568433985114098,43.0,8045.7233676986325
49,1639499459.2501824,18720.000000000004,8049.600000000001,0.39667309522628785,42.0,8045.6479602492445
50,1639499459.449948,18720.000000000004,8049.600000000001,0.34577960669994356,43.0,8045.573801963987
51,1639499459.6503007,18720.000000000004,8049.600000000001,0.4165880039334297,43.0,8045.497430771303
52,1639499459.8502946,18720.000000000004,8049.600000000001,0.3922478035092354,42.0,8045.416549678213
53,1639499460.050189,18720.000000000004,8049.600000000001,0.3634817019104958,42.0,8045.3410166195135
54,1639499460.2500756,18720.000000000004,8049.600000000001,0.4055242985486984,42.0,8045.264159637319
55,1639499460.4505773,18720.000000000004,8049.600000000001,0.36348180323839185,42.0,8045.187066129505
56,1639499460.650101,18720.000000000004,8049.600000000001,0.3634816974401474,43.0,8045.114542910388
57,1639499460.8500936,18720.000000000004,8049.600000000001,0.3634817063808441,43.0,8045.041849239158
